0,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,HARD,GIO,2.0,97.066,Qualifying,22.59629629629629,26.06296296296296,61.65185185185184,0.0,14.0,16.0,2.0,1.0,28.0,27.0,5.554,55,-0.10932098765432076,105.8906296296296,0.05658360709592593,100.60738107752961,,
1,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,HARD,RAI,2.0,97.555,Qualifying,22.893023255813947,26.581395348837216,58.38139534883721,0.0,15.0,12.0,2.0,,12.0,43.0,5.554,55,0.005000000000001887,105.237,-0.07719526355997039,106.35222841864024,-0.01030582823202223,103.47980474808492
2,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,GIO,1.0,97.066,Qualifying,23.44074074074074,28.00740740740741,52.51111111111112,0.0,14.0,16.0,1.0,1.0,1.0,27.0,5.554,55,-0.10932098765432076,105.8906296296296,-0.36524746743849507,116.7067001447178,,
3,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,RAI,1.0,97.555,Qualifying,23.56,28.880000000000003,51.65999999999999,0.0,15.0,12.0,1.0,1.0,1.0,10.0,5.554,55,0.005000000000001887,105.237,0.21679999999998606,104.27310000000008,-0.0742237337192545,110.48990007235895
4,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,RAI,2.0,97.555,Qualifying,23.4,27.9,51.7,0.0,15.0,12.0,2.0,,11.0,1.0,5.554,55,0.005000000000001887,105.237,-0.07719526355997039,106.35222841864024,,
5,Abu Dhabi Grand Prix,17,2020,AlphaTauri,HARD,GAS,2.0,96.242,Qualifying,22.89777777777777,26.59777777777777,58.27999999999999,0.0,9.0,8.0,2.0,1.0,11.0,45.0,5.554,55,0.014027777777776989,104.43225,-0.04707385928438511,105.0468376189955,,
6,Abu Dhabi Grand Prix,17,2020,AlphaTauri,HARD,KVY,2.0,95.963,Qualifying,22.909090909090903,26.609090909090916,58.2090909090909,0.0,7.0,11.0,2.0,1.0,11.0,44.0,5.554,55,1.2404000000000002,100.77346666666668,-0.06314272962346375,105.85363858878542,-0.05510829445392443,105.45023810389046
7,Abu Dhabi Grand Prix,17,2020,AlphaTauri,SOFT,GAS,1.0,96.242,Qualifying,23.56,28.910000000000004,51.65,0.0,9.0,8.0,1.0,4.0,1.0,10.0,5.554,55,0.014027777777776989,104.43225,0.11349999999998596,103.8905000000001,,
8,Abu Dhabi Grand Prix,17,2020,AlphaTauri,SOFT,KVY,1.0,95.963,Qualifying,23.56,28.910000000000004,51.65,0.0,7.0,11.0,1.0,4.0,1.0,10.0,5.554,55,1.2404000000000002,100.77346666666668,0.08319999999999722,104.21390000000001,0.09834999999999158,104.05220000000006
9,Abu Dhabi Grand Prix,17,2020,Ferrari,HARD,LEC,2.0,95.881,Qualifying,22.709375,26.209375,60.590625,0.0,12.0,13.0,2.0,1.0,23.0,32.0,5.554,55,-0.11045454545454614,105.45803030303031,0.011246520342613794,102.56083940042816,,
10,Abu Dhabi Grand Prix,17,2020,Ferrari,HARD,VET,1.0,96.631,Qualifying,23.311428571428568,27.685714285714287,54.19714285714287,0.0,13.0,14.0,1.0,1.0,1.0,35.0,5.554,55,-0.062190476190476726,105.09090476190474,-0.03623938848920894,105.13808651079138,,
11,Abu Dhabi Grand Prix,17,2020,Ferrari,MEDIUM,LEC,1.0,95.881,Qualifying,23.477272727272723,28.236363636363635,51.877272727272725,0.0,12.0,13.0,1.0,4.0,1.0,22.0,5.554,55,-0.11045454545454614,105.45803030303031,0.1352611464968169,107.16758193398952,,
12,Abu Dhabi Grand Prix,17,2020,Ferrari,MEDIUM,VET,2.0,96.631,Qualifying,22.50526315789474,25.831578947368417,62.09473684210526,0.0,13.0,14.0,2.0,1.0,36.0,19.0,5.554,55,-0.062190476190476726,105.09090476190474,0.08983838383838368,98.92649494949495,,
13,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,HARD,FIT,2.0,98.173,Qualifying,23.2125,27.229166666666668,55.23749999999999,0.0,17.0,19.0,2.0,1.0,11.0,24.0,5.554,55,-0.08154895366218355,107.03917526158446,-0.05743676470588144,106.9438264705882,,
14,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,HARD,MAG,1.0,97.863,Qualifying,23.36774193548387,27.835483870967742,53.53225806451613,0.0,20.0,18.0,1.0,1.0,1.0,31.0,5.554,55,-0.09289579684763528,106.44164477524807,-0.3130851501977584,114.60559552838886,,
15,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,FIT,1.0,98.173,Qualifying,23.55,28.880000000000003,51.73,0.0,17.0,19.0,1.0,1.0,1.0,10.0,5.554,55,-0.08154895366218355,107.03917526158446,0.18599999999998726,105.40666666666674,,
16,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,FIT,3.0,98.173,Qualifying,22.6,25.992857142857144,61.84285714285714,0.0,17.0,19.0,3.0,1.0,35.0,14.0,5.554,55,-0.08154895366218355,107.03917526158446,0.2348131067961158,95.27287621359224,,
17,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,MAG,2.0,97.863,Qualifying,22.64375,26.11875,61.6625,0.0,20.0,18.0,2.0,1.0,32.0,16.0,5.554,55,-0.09289579684763528,106.44164477524807,0.45584078212291057,86.25715921787686,,
18,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,MAG,3.0,97.863,Qualifying,22.31428571428572,25.5,62.642857142857146,0.0,20.0,18.0,3.0,1.0,48.0,7.0,5.554,55,-0.09289579684763528,106.44164477524807,,,,
19,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,SOFT,FIT,4.0,98.173,Qualifying,22.3,25.44,62.74000000000001,0.0,17.0,19.0,4.0,1.0,49.0,5.0,5.554,55,,,,,,
20,Abu Dhabi Grand Prix,17,2020,McLaren,HARD,NOR,2.0,95.497,Qualifying,22.90444444444444,26.61111111111111,58.28222222222221,0.0,4.0,5.0,2.0,1.0,11.0,45.0,5.554,55,-0.0349166666666666,104.03675,-0.031608162818688605,103.90766582777107,,
21,Abu Dhabi Grand Prix,17,2020,McLaren,HARD,SAI,2.0,95.815,Qualifying,22.90444444444444,26.608888888888885,58.28222222222222,0.0,6.0,6.0,2.0,1.0,11.0,45.0,5.554,55,-0.028666666666664196,104.41499999999999,-0.04527596017069617,104.43120483641532,-0.038442061494692384,104.1694353320932
22,Abu Dhabi Grand Prix,17,2020,McLaren,MEDIUM,SAI,1.0,95.815,Qualifying,23.56,28.910000000000004,51.65,0.0,6.0,6.0,1.0,4.0,1.0,10.0,5.554,55,-0.028666666666664196,104.41499999999999,0.15009999999998494,103.66370000000012,,
23,Abu Dhabi Grand Prix,17,2020,McLaren,SOFT,NOR,1.0,95.497,Qualifying,23.56,28.910000000000004,51.65,0.0,4.0,5.0,1.0,4.0,1.0,10.0,5.554,55,-0.0349166666666666,104.03675,0.38139999999999424,102.46480000000004,,
24,Abu Dhabi Grand Prix,17,2020,Mercedes,HARD,BOT,2.0,95.271,Qualifying,22.90666666666666,26.620000000000008,58.23777777777779,0.0,2.0,2.0,2.0,1.0,11.0,45.0,5.554,55,-0.07650000000000112,102.90550000000002,0.002618539592222669,101.67351019440498,,
25,Abu Dhabi Grand Prix,17,2020,Mercedes,HARD,HAM,2.0,95.332,Qualifying,22.90666666666666,26.617777777777786,58.24222222222223,0.0,3.0,3.0,2.0,1.0,11.0,45.0,5.554,55,-0.08888888888889071,103.38733333333336,0.00988434183171057,101.52417441733229,0.00625144071196662,101.59884230586863
26,Abu Dhabi Grand Prix,17,2020,Mercedes,MEDIUM,BOT,1.0,95.271,Qualifying,23.56,28.93,51.63,0.0,2.0,2.0,1.0,4.0,1.0,10.0,5.554,55,-0.07650000000000112,102.90550000000002,-0.0029000000000051064,102.7192,,
27,Abu Dhabi Grand Prix,17,2020,Mercedes,MEDIUM,HAM,1.0,95.332,Qualifying,23.56,28.93,51.60999999999999,0.0,3.0,3.0,1.0,4.0,1.0,10.0,5.554,55,-0.08888888888889071,103.38733333333336,-0.021400000000007236,103.17720000000006,-0.012150000000006171,102.94820000000003
28,Abu Dhabi Grand Prix,17,2020,Racing Point,HARD,PER,1.0,96.034,Qualifying,23.525,29.0375,51.8125,0.0,19.0,20.0,1.0,1.0,1.0,8.0,5.554,55,,,-0.7495000000000048,107.68450000000006,,
29,Abu Dhabi Grand Prix,17,2020,Racing Point,HARD,STR,2.0,96.046,Qualifying,22.89777777777777,26.58888888888889,58.26888888888888,0.0,8.0,10.0,2.0,1.0,11.0,45.0,5.554,55,0.006750000000001031,104.53341666666668,-0.0476657388272683,105.27442604698248,,
30,Abu Dhabi Grand Prix,17,2020,Racing Point,SOFT,STR,1.0,96.046,Qualifying,23.56,28.910000000000004,51.65,0.0,8.0,10.0,1.0,4.0,1.0,10.0,5.554,55,0.006750000000001031,104.53341666666668,0.05849999999999495,104.27350000000003,,
31,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,ALB,2.0,95.571,Qualifying,22.908888888888885,26.61111111111112,58.24888888888889,0.0,5.0,4.0,2.0,1.0,11.0,45.0,5.554,55,-0.11972222222222272,104.37450000000003,-0.021332859174963692,102.60479943100992,,
32,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,VER,2.0,95.246,Qualifying,22.911111111111104,26.62888888888889,58.20444444444445,0.0,1.0,1.0,2.0,1.0,11.0,45.0,5.554,55,-0.09083333333333227,102.70883333333335,0.00863190721085468,101.19938341175184,-0.006350475982054506,101.90209142138087
33,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,MEDIUM,VER,1.0,95.246,Qualifying,23.56,28.93,51.620000000000005,0.0,1.0,1.0,1.0,4.0,1.0,10.0,5.554,55,-0.09083333333333227,102.70883333333335,0.051299999999995016,102.29660000000004,,
34,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,SOFT,ALB,1.0,95.571,Qualifying,23.56,28.910000000000004,51.65,0.0,5.0,4.0,1.0,4.0,1.0,10.0,5.554,55,-0.11972222222222272,104.37450000000003,-0.32760000000000356,105.38280000000003,,
35,Abu Dhabi Grand Prix,17,2020,Renault,HARD,OCO,2.0,96.359,Qualifying,22.89555555555555,26.58666666666667,58.30888888888888,0.0,10.0,9.0,2.0,1.0,11.0,45.0,5.554,55,1.2474999999999967,100.99750000000004,-0.05266619433198423,105.47126599190285,,
36,Abu Dhabi Grand Prix,17,2020,Renault,HARD,RIC,1.0,96.406,Qualifying,23.26153846153845,27.54615384615385,54.90256410256411,0.0,11.0,7.0,1.0,1.0,1.0,39.0,5.554,55,-0.0673504273504282,104.98938461538462,-0.08009158714489653,105.0946768673906,,
37,Abu Dhabi Grand Prix,17,2020,Renault,MEDIUM,OCO,1.0,96.359,Qualifying,23.56,28.910000000000004,51.65,0.0,10.0,9.0,1.0,1.0,1.0,10.0,5.554,55,1.2474999999999967,100.99750000000004,0.21379999999999533,103.89510000000003,,
38,Abu Dhabi Grand Prix,17,2020,Renault,MEDIUM,RIC,2.0,96.406,Qualifying,22.45,25.7375,62.31875,0.0,11.0,7.0,2.0,1.0,40.0,16.0,5.554,55,-0.0673504273504282,104.98938461538462,0.008627272727272574,101.41470909090907,,
39,Abu Dhabi Grand Prix,17,2020,Williams,HARD,LAT,2.0,98.443,Qualifying,23.191666666666663,27.175,55.6,0.0,18.0,17.0,2.0,1.0,12.0,24.0,5.554,55,-0.10165893923428053,107.18140358271862,-0.0942696078431393,107.52444607843141,,
40,Abu Dhabi Grand Prix,17,2020,Williams,HARD,RUS,2.0,98.045,Qualifying,22.89999999999999,26.61136363636364,58.26818181818183,0.0,16.0,15.0,2.0,1.0,11.0,44.0,5.554,55,-0.07558974358974035,106.4284358974359,-0.03394021477800935,105.46540956082706,-0.06410491131057433,106.49492781962923
41,Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,LAT,1.0,98.443,Qualifying,23.536363636363635,28.79090909090909,51.72727272727273,0.0,18.0,17.0,1.0,1.0,1.0,11.0,5.554,55,-0.10165893923428053,107.18140358271862,-0.06249999999999154,106.97066666666659,,
42,Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,LAT,3.0,98.443,Qualifying,22.489473684210527,25.852631578947367,62.17894736842104,0.0,18.0,17.0,3.0,1.0,36.0,19.0,5.554,55,-0.10165893923428053,107.18140358271862,-0.005456043956045073,103.11728571428579,,
43,Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,RUS,1.0,98.045,Qualifying,23.55,28.880000000000003,51.73,0.0,16.0,15.0,1.0,1.0,1.0,10.0,5.554,55,-0.07558974358974035,106.4284358974359,0.03169999999999555,106.00390000000002,-0.015399999999997995,106.4872833333333
44,Abu Dhabi Grand Prix,21,2018,Ferrari,SUPERSOFT,VET,2.0,95.125,Qualifying,30.135,32.0825,51.55,0.1,3.0,2.0,2.0,1.0,16.0,40.0,5.554,55,-0.13519444444444442,106.11916666666667,-0.05720448179271713,105.21401848739487,,
45,Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,RAI,1.0,95.365,Qualifying,32.57142857142857,34.471428571428575,37.785714285714285,0.0,4.0,19.0,1.0,5.0,1.0,7.0,5.554,55,,,,,,
46,Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,VET,1.0,95.125,Qualifying,32.806666666666665,34.413333333333334,37.16666666666667,0.0,3.0,2.0,1.0,4.0,1.0,15.0,5.554,55,-0.13519444444444442,106.11916666666667,0.10100000000000513,104.11699999999993,,
47,Abu Dhabi Grand Prix,21,2018,Haas F1 Team,HYPERSOFT,GRO,1.0,96.192,Qualifying,32.57142857142857,34.471428571428575,37.74285714285715,0.0,7.0,9.0,1.0,4.0,1.0,7.0,5.554,55,,,,,,
48,Abu Dhabi Grand Prix,21,2018,Haas F1 Team,SUPERSOFT,GRO,2.0,96.192,Qualifying,30.62127659574469,32.44468085106383,49.08297872340426,0.0638297872340425,7.0,9.0,2.0,1.0,8.0,47.0,5.554,55,,,-0.0901711163913282,109.05935583453385,,
49,Abu Dhabi Grand Prix,21,2018,Haas F1 Team,SUPERSOFT,MAG,1.0,97.309,Qualifying,31.83658536585366,33.44146341463414,43.01219512195122,0.073170731707317,13.0,10.0,1.0,1.0,1.0,41.0,5.554,55,-0.08638596491227996,108.75731578947368,-0.13158666872396305,109.77013016509798,,
50,Abu Dhabi Grand Prix,21,2018,Haas F1 Team,ULTRASOFT,MAG,2.0,97.309,Qualifying,27.892307692307693,30.415384615384617,62.01538461538461,0.0,13.0,10.0,2.0,1.0,42.0,13.0,5.554,55,-0.08638596491227996,108.75731578947368,-0.35622540983605966,121.92415573770465,,
51,Abu Dhabi Grand Prix,21,2018,McLaren,SUPERSOFT,ALO,2.0,97.743,Qualifying,28.940740740740736,31.25185185185185,57.08518518518519,0.074074074074074,15.0,11.0,2.0,1.0,28.0,27.0,5.554,55,-0.06963888888888962,108.06550000000003,-0.10108842272968643,109.31870764737121,,
52,Abu Dhabi Grand Prix,21,2018,McLaren,SUPERSOFT,VAN,1.0,98.577,Qualifying,32.09142857142857,33.58285714285713,41.74,0.0857142857142857,18.0,14.0,1.0,1.0,1.0,35.0,5.554,55,-0.0975000000000004,108.80833333333338,-0.02209584980237139,108.00709980237154,,
53,Abu Dhabi Grand Prix,21,2018,McLaren,ULTRASOFT,ALO,1.0,97.743,Qualifying,32.7962962962963,34.15185185185185,38.33703703703704,0.037037037037037,15.0,11.0,1.0,1.0,1.0,27.0,5.554,55,-0.06963888888888962,108.06550000000003,-0.039555882352941926,108.04985294117647,,
54,Abu Dhabi Grand Prix,21,2018,McLaren,ULTRASOFT,VAN,2.0,98.577,Qualifying,28.46315789473684,30.894736842105264,59.2842105263158,0.0,18.0,14.0,2.0,1.0,36.0,19.0,5.554,55,-0.0975000000000004,108.80833333333338,-0.09141538461538504,108.94125714285714,,
55,Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,BOT,2.0,94.956,Qualifying,31.225,32.891666666666666,46.56666666666666,0.1666666666666666,2.0,5.0,2.0,1.0,17.0,24.0,5.554,55,-0.08148438978240317,105.63531283506784,-0.05282397003745674,105.2983445692885,,
56,Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,HAM,2.0,94.794,Qualifying,30.633333333333336,32.458333333333336,49.020833333333336,0.0833333333333333,1.0,1.0,2.0,1.0,8.0,48.0,5.554,55,,,-0.07252929628510944,105.99768166717,-0.0626766331612831,105.64801311822924
57,Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,BOT,1.0,94.956,Qualifying,32.825,34.40625,37.1125,0.0,2.0,5.0,1.0,4.0,1.0,16.0,5.554,55,-0.08148438978240317,105.63531283506784,-0.09840000000000461,106.09600000000002,,
58,Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,BOT,3.0,94.956,Qualifying,28.0,30.426666666666662,61.50666666666666,0.0,2.0,5.0,3.0,1.0,41.0,15.0,5.554,55,-0.08148438978240317,105.63531283506784,0.12420606060606051,97.35860606060609,,
59,Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,HAM,1.0,94.794,Qualifying,32.54285714285714,34.51428571428572,37.81428571428571,0.0,1.0,1.0,1.0,4.0,1.0,7.0,5.554,55,,,,,,
60,Abu Dhabi Grand Prix,21,2018,Racing Point,HYPERSOFT,OCO,1.0,96.54,Qualifying,32.87222222222223,34.37777777777777,37.0,0.0,9.0,17.0,1.0,4.0,1.0,18.0,5.554,55,-0.6045555555555555,119.40433333333331,-2.6513811475409894,142.10123360655749,,
61,Abu Dhabi Grand Prix,21,2018,Racing Point,SUPERSOFT,OCO,2.0,96.54,Qualifying,30.9037037037037,32.63333333333333,48.096296296296295,0.1111111111111111,9.0,17.0,2.0,1.0,19.0,27.0,5.554,55,-0.6045555555555555,119.40433333333331,-0.18987012987013122,111.57060606060614,,
62,Abu Dhabi Grand Prix,21,2018,Racing Point,SUPERSOFT,PER,2.0,97.255,Qualifying,28.917241379310347,31.224137931034484,57.20344827586207,0.1034482758620689,14.0,8.0,2.0,1.0,27.0,29.0,5.554,55,-0.47175362318840436,118.38552173913038,-0.0718334782608697,107.20604768115946,-0.13085180406550045,109.38832687088279
63,Abu Dhabi Grand Prix,21,2018,Racing Point,ULTRASOFT,PER,1.0,97.255,Qualifying,32.85769230769231,34.22692307692307,37.87692307692308,0.0,14.0,8.0,1.0,1.0,1.0,26.0,5.554,55,-0.47175362318840436,118.38552173913038,-0.7576900994575064,120.39646225135625,,
64,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,RIC,2.0,95.401,Qualifying,27.4,28.3,65.2,0.0,5.0,4.0,2.0,34.0,49.0,1.0,5.554,55,-0.3768000000000013,116.97346666666664,-0.02106372549019549,103.75051470588232,,
65,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,VER,1.0,95.589,Qualifying,32.85882352941177,34.4,37.02352941176471,0.0,6.0,3.0,1.0,4.0,1.0,17.0,5.554,55,-0.7577857142857152,118.87804761904769,-2.9481557377049263,143.58141803278704,,
66,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,RIC,2.0,95.401,Qualifying,28.852380952380948,31.366666666666664,57.28095238095239,0.0,5.0,4.0,2.0,1.0,34.0,21.0,5.554,55,-0.3768000000000013,116.97346666666664,-0.02106372549019549,103.75051470588232,,
67,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,VER,2.0,95.589,Qualifying,29.978947368421046,31.963157894736835,52.352631578947374,0.1052631578947368,6.0,3.0,2.0,1.0,18.0,38.0,5.554,55,-0.7577857142857152,118.87804761904769,-0.049106283422460616,105.05559915329769,-0.035085004456328055,104.40305692959001
68,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,ULTRASOFT,RIC,1.0,95.401,Qualifying,32.27272727272727,33.71818181818182,40.85454545454545,0.1212121212121212,5.0,4.0,1.0,5.0,1.0,33.0,5.554,55,-0.3768000000000013,116.97346666666664,-0.3568775433485245,112.77687369014612,,
69,Abu Dhabi Grand Prix,21,2018,Renault,HYPERSOFT,HUL,1.0,96.542,Qualifying,32.3,34.1,38.7,0.0,10.0,20.0,1.0,4.0,0.0,1.0,5.554,55,,,,,,
70,Abu Dhabi Grand Prix,21,2018,Renault,SUPERSOFT,SAI,2.0,96.982,Qualifying,28.32777777777778,30.811111111111117,59.93333333333333,0.0,11.0,6.0,2.0,1.0,38.0,18.0,5.554,55,-0.13038235294117625,108.02996078431372,-0.03214285714285506,104.73379120879108,,
71,Abu Dhabi Grand Prix,21,2018,Renault,ULTRASOFT,SAI,1.0,96.982,Qualifying,31.978378378378387,33.524324324324326,42.29189189189189,0.081081081081081,11.0,6.0,1.0,1.0,1.0,37.0,5.554,55,-0.13038235294117625,108.02996078431372,-0.1720892307692313,109.55312307692314,,
72,Abu Dhabi Grand Prix,21,2018,Sauber,HYPERSOFT,LEC,1.0,96.237,Qualifying,32.55714285714286,34.51428571428572,37.785714285714285,0.0,8.0,7.0,1.0,4.0,1.0,7.0,5.554,55,,,,,,
73,Abu Dhabi Grand Prix,21,2018,Sauber,SUPERSOFT,ERI,1.0,97.132,Qualifying,32.93333333333334,34.34166666666667,37.225,0.0,12.0,18.0,1.0,1.0,1.0,24.0,5.554,55,,,-0.08859340659340618,108.75857142857143,,
74,Abu Dhabi Grand Prix,21,2018,Sauber,SUPERSOFT,LEC,2.0,96.237,Qualifying,30.51875,32.37708333333333,49.575,0.0625,8.0,7.0,2.0,1.0,8.0,48.0,5.554,55,,,-0.11413017215342715,109.12446783449107,,
75,Abu Dhabi Grand Prix,21,2018,Toro Rosso,SUPERSOFT,GAS,1.0,98.166,Qualifying,32.62413793103449,33.96551724137932,39.248275862068965,0.1034482758620689,17.0,16.0,1.0,1.0,1.0,29.0,5.554,55,-0.04897435897435826,107.64417948717954,-0.04380701754386079,108.04859649122811,,
76,Abu Dhabi Grand Prix,21,2018,Toro Rosso,SUPERSOFT,HAR,2.0,97.994,Qualifying,30.75192307692308,32.56923076923077,48.32692307692308,0.0576923076923076,16.0,12.0,2.0,3.0,3.0,52.0,5.554,55,,,-0.07087928476737633,109.02826732845156,,
77,Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,GAS,2.0,98.166,Qualifying,30.05882352941176,32.21176470588235,51.41764705882353,0.0,17.0,16.0,2.0,1.0,30.0,17.0,5.554,55,-0.04897435897435826,107.64417948717954,-0.21434374999999845,112.94031249999995,,
78,Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,HAR,1.0,97.994,Qualifying,32.3,34.1,38.7,0.0,16.0,12.0,1.0,,1.0,1.0,5.554,55,,,,,,
79,Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,HAR,2.0,97.994,Qualifying,32.5,34.7,38.2,0.0,16.0,12.0,2.0,,2.0,1.0,5.554,55,,,-0.07087928476737633,109.02826732845156,-0.14261151738368738,110.98428991422576
80,Abu Dhabi Grand Prix,21,2018,Williams,SUPERSOFT,SIR,1.0,98.635,Qualifying,32.08571428571429,33.58285714285714,41.81142857142857,0.0857142857142857,19.0,15.0,1.0,1.0,1.0,35.0,5.554,55,-0.11118750000000031,109.5427916666667,-0.0471531620553345,108.72743379446636,,
81,Abu Dhabi Grand Prix,21,2018,Williams,SUPERSOFT,STR,1.0,98.682,Qualifying,31.8725,33.467499999999994,42.83,0.075,20.0,13.0,1.0,1.0,1.0,40.0,5.554,55,-0.0755225225225223,108.5768018018018,-0.09117438423645496,109.08604729064042,-0.06916377314589472,108.9067405425534
82,Abu Dhabi Grand Prix,21,2018,Williams,ULTRASOFT,SIR,2.0,98.635,Qualifying,28.41578947368421,30.89473684210527,59.43684210526317,0.0,19.0,15.0,2.0,1.0,36.0,19.0,5.554,55,-0.11118750000000031,109.5427916666667,-0.13888351648351752,111.69977142857148,,
83,Abu Dhabi Grand Prix,21,2018,Williams,ULTRASOFT,STR,2.0,98.682,Qualifying,27.82857142857143,30.285714285714285,62.32857142857143,0.0,20.0,13.0,2.0,1.0,41.0,14.0,5.554,55,-0.0755225225225223,108.5768018018018,-0.13236666666666266,111.81582222222204,-0.1356250915750901,111.75779682539675
84,Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,HARD,GIO,2.0,98.114,Qualifying,25.93333333333333,29.550000000000004,65.03888888888889,0.0,16.0,16.0,2.0,1.0,9.0,18.0,5.554,55,-0.09938972431077683,106.42547493734335,0.19487062937062855,102.82084731934734,0.05883768290532908,104.58653786899379
85,Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,HARD,RAI,2.0,98.383,Qualifying,25.38125,27.928125,68.55937499999999,0.0,17.0,13.0,2.0,1.0,23.0,32.0,5.554,55,-0.15577272727272726,107.25465151515152,-0.006159421058212923,104.11119266249605,0.0943556041562078,103.4660199909217
86,Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,MEDIUM,GIO,3.0,98.114,Qualifying,25.325,27.821428571428577,68.99999999999999,0.0,16.0,16.0,3.0,1.0,27.0,28.0,5.554,55,-0.09938972431077683,106.42547493734335,0.04438241106719402,102.58484288537547,,
87,Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,MEDIUM,RAI,1.0,98.383,Qualifying,26.154545454545453,30.031818181818185,63.45,0.0,17.0,13.0,1.0,1.0,1.0,22.0,5.554,55,-0.15577272727272726,107.25465151515152,-0.06162009803921493,106.5116764705882,0.07758995098038557,105.39238823529413
88,Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,SOFT,GIO,1.0,98.114,Qualifying,26.4125,30.4375,61.3125,0.0,16.0,16.0,1.0,1.0,1.0,8.0,5.554,55,-0.09938972431077683,106.42547493734335,0.5379999999999824,103.94166666666676,,
89,Abu Dhabi Grand Prix,21,2019,Ferrari,HARD,LEC,2.0,95.219,Qualifying,25.76923076923077,28.91538461538461,66.00384615384615,0.0,3.0,3.0,2.0,1.0,13.0,26.0,5.554,55,-0.06263133097762134,103.48730506478209,0.025467532467532458,102.40427272727274,0.018357026405073126,102.48255606385045
